Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score
Male,Loyal Customer,55,Business travel,Business,2678.5,4,4,4,2,4,3,5,5,5,4,2,3,5,5,31.0,26.0,neutral or dissatisfied,57.0,4.2
Female,Loyal Customer,45,Personal Travel,Eco Plus,229.0,4,5,5,2,3,4,3,1,3,2,3,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.7
Male,Loyal Customer,35,Personal Travel,Business,644.0,5,5,4,4,5,5,5,5,5,5,5,4,5,5,32.5,40.0,neutral or dissatisfied,72.5,4.9
Male,Loyal Customer,69,Business travel,Business,306.0,3,3,3,3,4,3,5,4,3,3,4,4,4,4,14.0,0.0,neutral or dissatisfied,14.0,3.8
Male,disloyal Customer,54,Business travel,Eco Plus,731.0,2,1,2,4,4,1,3,2,4,2,4,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.0
Female,disloyal Customer,29,Business travel,Business,2678.5,5,5,5,3,4,5,5,5,3,5,3,5,4,4,5.0,7.0,neutral or dissatisfied,12.0,4.3
Male,Loyal Customer,54,Business travel,Business,478.0,4,5,5,3,4,5,3,5,4,4,1,3,4,4,32.5,40.0,satisfied,72.5,3.6
Male,Loyal Customer,48,Business travel,Business,226.0,5,5,5,3,3,5,4,4,3,4,5,5,4,4,3.0,14.0,satisfied,17.0,4.1
Female,Loyal Customer,26,Personal Travel,Eco,662.0,1,2,2,3,3,1,4,3,4,4,2,1,3,3,12.0,34.0,neutral or dissatisfied,46.0,2.8
Male,Loyal Customer,41,Business travel,Business,360.0,4,5,4,2,4,4,4,4,4,4,3,3,4,3,12.0,0.0,satisfied,12.0,3.7
Female,Loyal Customer,39,Personal Travel,Eco Plus,1750.0,2,3,3,4,4,2,3,3,2,3,5,3,3,4,6.0,23.0,neutral or dissatisfied,29.0,3.2
Male,disloyal Customer,7,Business travel,Business,1523.0,3,2,2,3,4,2,5,5,5,4,5,4,5,5,1.0,0.0,satisfied,1.0,4.5
Female,disloyal Customer,19,Business travel,Business,1695.0,3,2,3,2,4,4,5,4,4,3,3,4,4,5,0.0,0.0,neutral or dissatisfied,0.0,3.9
Male,Loyal Customer,56,Personal Travel,Eco,993.0,2,4,1,3,2,2,2,3,2,2,3,5,3,3,0.0,0.0,satisfied,0.0,2.7
Male,Loyal Customer,29,Personal Travel,Eco,1054.0,1,4,2,3,2,1,1,1,2,2,1,3,1,3,32.5,20.0,neutral or dissatisfied,52.5,1.7
Female,Loyal Customer,49,Business travel,Business,384.0,3,5,3,3,2,2,4,4,3,3,3,4,3,3,0.0,0.0,satisfied,0.0,3.2
Female,Loyal Customer,59,Personal Travel,Eco,315.0,2,3,1,2,2,2,3,3,3,1,4,2,3,3,0.0,0.0,satisfied,0.0,2.6
Male,disloyal Customer,9,Business travel,Business,2376.0,3,5,4,4,4,3,5,4,5,4,3,4,3,3,0.0,0.0,satisfied,0.0,3.8
Female,Loyal Customer,64,Personal Travel,Eco,1190.0,3,4,3,3,1,3,2,2,2,3,3,5,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.5
Male,disloyal Customer,37,Business travel,Business,566.0,2,3,2,5,3,1,3,3,3,2,5,3,3,1,14.0,12.0,neutral or dissatisfied,26.0,2.8
Female,Loyal Customer,46,Business travel,Business,466.0,4,3,4,3,3,5,4,5,4,4,3,3,5,5,12.0,6.0,neutral or dissatisfied,18.0,4.0
Female,Loyal Customer,69,Personal Travel,Eco,279.0,1,2,3,3,1,1,1,2,3,1,4,2,2,2,0.0,0.0,neutral or dissatisfied,0.0,1.9
Female,Loyal Customer,54,Personal Travel,Eco,1323.0,2,3,1,3,3,1,3,3,3,5,3,1,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.1
Male,Loyal Customer,37,Personal Travel,Eco Plus,2049.0,4,5,4,4,2,3,3,3,2,2,2,3,2,3,24.0,17.0,satisfied,41.0,2.6
Male,Loyal Customer,32,Business travel,Business,911.0,3,5,3,4,4,4,4,4,3,4,5,5,4,3,0.0,0.0,satisfied,0.0,3.9
Male,Loyal Customer,33,Personal Travel,Business,2678.5,5,4,5,4,4,4,4,4,5,3,3,3,5,4,0.0,0.0,satisfied,0.0,4.0
Male,Loyal Customer,32,Business travel,Eco,951.0,2,3,2,1,3,2,2,2,3,2,4,1,2,1,3.0,15.0,neutral or dissatisfied,18.0,2.2
Female,disloyal Customer,59,Business travel,Business,127.0,4,5,5,2,2,5,2,3,3,3,3,2,4,3,7.0,10.292102079001891,neutral or dissatisfied,17.292102079001893,2.9
Female,Loyal Customer,48,Business travel,Eco,900.0,1,4,1,3,3,2,2,2,3,2,3,3,2,2,20.0,12.0,neutral or dissatisfied,32.0,2.3
Female,Loyal Customer,43,Business travel,Business,1668.0,3,4,3,4,3,4,4,5,5,4,2,3,5,4,8.0,18.0,satisfied,26.0,3.8
Female,Loyal Customer,37,Business travel,Business,631.0,5,5,4,2,3,4,4,3,4,3,4,2,5,4,6.0,16.0,satisfied,22.0,3.7
Female,Loyal Customer,51,Business travel,Business,327.0,5,5,5,3,4,5,4,4,4,3,4,4,4,5,7.0,13.0,satisfied,20.0,4.1
Male,Loyal Customer,12,Business travel,Business,1617.0,4,4,4,2,5,5,3,4,4,4,2,5,3,4,0.0,0.0,satisfied,0.0,3.8
Female,Loyal Customer,68,Business travel,Business,277.0,4,5,4,3,4,3,3,4,4,4,5,4,3,4,0.0,0.0,satisfied,0.0,3.9
Male,Loyal Customer,36,Business travel,Eco Plus,1371.0,4,5,3,3,2,3,2,3,3,3,3,2,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.6
Female,Loyal Customer,26,Personal Travel,Eco,2678.5,2,3,2,4,4,2,3,4,4,4,3,5,3,3,0.0,0.0,satisfied,0.0,3.5
Male,disloyal Customer,57,Business travel,Business,528.0,5,4,5,4,4,5,5,4,4,5,5,3,5,4,12.0,6.0,satisfied,18.0,4.4
Male,Loyal Customer,57,Business travel,Business,862.0,5,5,5,3,5,4,4,5,4,3,4,3,4,5,1.0,0.0,satisfied,1.0,4.2
Male,disloyal Customer,39,Business travel,Eco Plus,486.0,3,5,3,1,4,3,2,3,2,2,4,3,2,2,20.0,11.0,neutral or dissatisfied,31.0,2.7
Male,Loyal Customer,60,Personal Travel,Eco,1207.0,3,4,2,2,4,2,3,3,2,2,4,3,4,3,0.0,0.0,satisfied,0.0,3.1
Female,Loyal Customer,55,Personal Travel,Eco,754.0,2,4,2,2,5,2,3,4,3,2,2,3,4,4,10.0,18.0,neutral or dissatisfied,28.0,3.2
Female,Loyal Customer,46,Business travel,Eco,1070.0,3,2,2,4,3,2,3,2,2,3,3,2,1,3,18.0,13.0,neutral or dissatisfied,31.0,2.5
Male,Loyal Customer,15,Personal Travel,Eco,697.0,2,3,3,4,3,3,4,4,4,4,3,3,4,4,2.0,4.0,neutral or dissatisfied,6.0,3.5
Male,Loyal Customer,42,Business travel,Business,54.0,4,5,5,3,4,5,4,4,3,3,2,2,3,3,32.5,31.0,satisfied,63.5,3.2
Male,Loyal Customer,40,Personal Travel,Eco Plus,1745.0,3,3,2,5,3,3,2,2,1,1,4,3,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,Loyal Customer,36,Business travel,Business,1306.0,1,3,2,3,3,2,3,4,4,4,1,3,5,4,11.0,29.0,satisfied,40.0,3.2
Female,Loyal Customer,34,Business travel,Business,347.0,4,5,4,5,3,5,3,4,3,3,2,2,3,5,3.0,0.0,satisfied,3.0,3.2
Male,Loyal Customer,51,Business travel,Business,1094.0,4,3,3,2,4,4,5,5,5,4,5,4,5,4,2.0,0.0,satisfied,2.0,4.5
Female,Loyal Customer,21,Personal Travel,Business,201.0,5,5,4,4,3,4,4,4,3,4,3,3,4,4,14.0,12.0,satisfied,26.0,3.7
Male,disloyal Customer,58,Business travel,Business,1688.0,3,5,3,3,3,3,3,3,2,2,2,2,4,3,0.0,0.0,satisfied,0.0,2.7
Female,Loyal Customer,39,Business travel,Business,970.0,4,5,4,3,3,4,5,4,2,3,1,4,3,4,6.0,13.0,satisfied,19.0,3.3
Male,disloyal Customer,27,Business travel,Business,749.0,5,5,4,3,3,4,5,4,3,3,4,4,4,5,11.0,3.0,satisfied,14.0,4.0
Male,Loyal Customer,36,Personal Travel,Business,651.0,5,4,4,1,3,3,4,5,4,4,3,2,5,5,32.5,40.0,satisfied,72.5,4.0
Male,disloyal Customer,43,Business travel,Eco Plus,1757.0,4,5,4,4,1,5,1,1,1,1,4,3,1,1,1.0,0.0,satisfied,1.0,1.8
Female,disloyal Customer,62,Personal Travel,Eco,1031.0,0,3,2,2,3,2,3,2,2,3,1,3,1,2,32.5,40.0,neutral or dissatisfied,72.5,2.0
Female,Loyal Customer,51,Business travel,Business,1130.0,5,5,5,5,5,5,4,5,4,4,3,3,4,4,1.0,21.0,neutral or dissatisfied,22.0,4.1
Male,Loyal Customer,58,Personal Travel,Eco,477.0,5,5,3,2,3,4,1,3,2,2,4,2,3,2,13.0,23.0,neutral or dissatisfied,36.0,2.7
Female,Loyal Customer,39,Business travel,Business,1275.0,3,3,5,3,4,3,5,4,4,4,3,3,5,5,3.0,21.0,neutral or dissatisfied,24.0,4.0
Male,Loyal Customer,37,Business travel,Business,287.0,3,4,4,4,4,3,3,4,3,4,4,4,3,4,25.0,28.0,neutral or dissatisfied,53.0,3.6
Female,Loyal Customer,68,Business travel,Business,622.0,4,5,4,5,4,4,4,3,5,5,3,3,5,4,22.0,14.0,neutral or dissatisfied,36.0,4.0
Male,Loyal Customer,38,Business travel,Business,2075.0,4,4,4,3,4,4,4,3,4,3,3,2,5,5,0.0,0.0,satisfied,0.0,3.7
Female,disloyal Customer,32,Business travel,Business,551.0,4,5,5,1,4,5,4,3,5,3,3,4,4,4,22.0,16.0,satisfied,38.0,3.8
Male,Loyal Customer,30,Business travel,Eco,2386.0,2,2,4,2,2,3,2,3,2,3,3,4,4,2,1.0,0.0,neutral or dissatisfied,1.0,2.7
Female,Loyal Customer,44,Business travel,Business,137.0,4,4,4,4,4,4,4,4,3,3,3,4,4,2,3.0,16.0,satisfied,19.0,3.5
Male,Loyal Customer,24,Business travel,Business,528.0,3,5,5,3,4,4,5,5,4,4,2,4,4,4,8.0,0.0,satisfied,8.0,3.9
Female,Loyal Customer,43,Business travel,Eco,551.0,3,2,3,4,1,2,2,3,3,3,3,4,2,3,21.0,20.0,satisfied,41.0,2.7
Female,Loyal Customer,42,Business travel,Business,220.0,4,5,5,3,5,5,5,5,5,4,2,4,5,5,6.0,17.0,satisfied,23.0,4.4
Male,Loyal Customer,49,Personal Travel,Eco,1588.0,1,2,2,3,3,1,3,3,3,3,2,2,3,4,1.0,0.0,neutral or dissatisfied,1.0,2.7
Female,Loyal Customer,14,Business travel,Eco,764.0,1,4,0,4,2,1,2,3,3,2,4,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.6
Female,Loyal Customer,10,Business travel,Business,539.0,3,3,3,3,3,3,3,3,3,1,4,1,4,4,19.0,9.0,satisfied,28.0,2.9
Male,Loyal Customer,33,Business travel,Eco Plus,1125.0,3,3,3,2,2,2,2,1,4,3,4,3,2,3,32.5,40.0,neutral or dissatisfied,72.5,2.7
Male,Loyal Customer,38,Personal Travel,Eco,1236.0,2,3,2,3,3,2,2,3,2,2,4,3,3,3,6.0,9.0,satisfied,15.0,2.7
Male,Loyal Customer,23,Personal Travel,Eco,815.0,1,2,1,3,2,1,1,1,2,2,4,3,3,2,13.0,8.0,neutral or dissatisfied,21.0,2.1
Female,disloyal Customer,19,Personal Travel,Eco,1917.0,2,3,2,2,2,2,2,1,2,2,3,4,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.2
Male,disloyal Customer,46,Business travel,Business,436.0,4,4,3,1,5,3,5,5,5,5,4,3,5,5,0.0,0.0,satisfied,0.0,4.6
Male,Loyal Customer,35,Business travel,Eco,473.0,3,4,3,1,2,3,1,2,0,1,3,2,2,3,16.0,19.0,neutral or dissatisfied,35.0,1.9
Female,Loyal Customer,52,Business travel,Business,253.0,2,4,3,2,2,3,4,3,3,3,4,2,4,4,29.0,33.0,satisfied,62.0,3.1
Male,Loyal Customer,19,Personal Travel,Business,964.0,4,4,5,4,3,4,4,4,4,3,4,3,3,4,0.0,0.0,satisfied,0.0,3.6
Male,Loyal Customer,38,Business travel,Eco,301.0,3,3,3,2,3,1,3,3,2,2,4,3,2,2,1.0,0.0,neutral or dissatisfied,1.0,2.7
Female,Loyal Customer,65,Personal Travel,Eco,109.0,3,5,2,2,2,3,3,3,4,3,3,2,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.1
Female,Loyal Customer,36,Business travel,Eco,2060.0,2,3,3,3,4,2,4,3,3,3,1,3,5,4,13.0,15.0,satisfied,28.0,3.2
Male,Loyal Customer,31,Personal Travel,Eco Plus,1334.0,3,3,2,2,3,2,3,3,3,3,3,4,3,2,8.0,12.0,satisfied,20.0,3.0
Female,disloyal Customer,54,Business travel,Business,562.0,4,3,5,2,3,4,3,3,4,3,5,4,4,4,32.5,40.0,neutral or dissatisfied,72.5,3.7
Male,Loyal Customer,58,Personal Travel,Eco,449.0,2,3,3,5,2,2,3,2,3,2,4,3,3,3,0.0,0.0,satisfied,0.0,2.7
Male,disloyal Customer,30,Business travel,Eco,217.0,1,1,1,4,3,1,3,2,2,2,3,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,Loyal Customer,32,Personal Travel,Eco Plus,1900.0,3,2,3,2,2,2,2,2,1,1,4,5,3,1,4.0,0.0,neutral or dissatisfied,4.0,2.4
Female,disloyal Customer,53,Business travel,Eco,1323.0,2,3,2,5,0,2,2,0,0,1,3,4,2,1,0.0,0.0,neutral or dissatisfied,0.0,1.5
Male,Loyal Customer,45,Business travel,Eco,522.0,2,2,2,3,2,1,2,1,0,1,3,2,1,0,31.0,30.0,neutral or dissatisfied,61.0,1.4
Female,Loyal Customer,45,Personal Travel,Business,578.0,4,4,4,5,4,4,5,5,5,4,3,2,5,5,32.5,40.0,satisfied,72.5,4.2
Female,disloyal Customer,44,Business travel,Business,1238.0,4,5,4,0,4,3,4,4,4,4,2,3,4,3,0.0,0.0,satisfied,0.0,3.6
Male,disloyal Customer,39,Business travel,Eco,1102.0,2,4,2,3,2,2,2,1,2,3,4,3,2,3,6.0,2.0,neutral or dissatisfied,8.0,2.4
Female,Loyal Customer,55,Business travel,Business,1235.0,4,4,4,3,5,4,5,5,4,4,3,3,5,5,15.0,25.0,satisfied,40.0,4.3
Male,Loyal Customer,61,Business travel,Business,280.0,4,5,5,3,4,5,5,5,4,4,3,2,4,5,0.0,0.0,neutral or dissatisfied,0.0,4.0
Female,Loyal Customer,25,Business travel,Eco,728.0,2,4,3,0,3,1,1,1,3,2,3,3,3,2,30.0,37.0,neutral or dissatisfied,67.0,2.3
Male,Loyal Customer,53,Business travel,Eco,1834.0,2,3,1,3,2,2,2,2,2,2,2,0,2,3,7.0,3.0,neutral or dissatisfied,10.0,1.9
Male,Loyal Customer,39,Business travel,Business,960.0,5,5,5,1,3,5,4,4,4,5,5,3,5,4,1.0,0.0,satisfied,1.0,4.2
Female,disloyal Customer,21,Business travel,Business,326.0,5,5,5,4,4,5,5,5,5,5,5,1,4,5,1.0,0.0,neutral or dissatisfied,1.0,4.4
Male,Loyal Customer,26,Business travel,Eco,1125.0,2,4,3,3,3,3,2,3,2,2,5,5,2,3,9.0,30.0,satisfied,39.0,2.9
Female,Loyal Customer,34,Business travel,Business,180.0,4,5,4,3,3,4,4,3,2,2,4,1,3,3,11.0,6.0,neutral or dissatisfied,17.0,2.9
Female,Loyal Customer,56,Personal Travel,Eco,962.0,3,2,2,4,3,3,2,3,3,2,3,4,3,2,0.0,0.0,satisfied,0.0,2.8
Female,Loyal Customer,24,Business travel,Business,269.0,4,4,4,3,4,5,5,5,4,3,3,3,5,4,0.0,0.0,satisfied,0.0,4.0
Male,Loyal Customer,13,Personal Travel,Eco,1208.0,2,3,2,2,2,2,2,2,3,1,4,2,2,3,12.0,3.0,neutral or dissatisfied,15.0,2.3
Male,Loyal Customer,36,Personal Travel,Eco Plus,584.0,2,3,3,3,3,2,2,3,2,3,4,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,Loyal Customer,33,Business travel,Eco,1338.0,3,4,3,3,2,4,2,2,2,1,2,5,1,1,0.0,0.0,satisfied,0.0,2.1
Female,Loyal Customer,56,Personal Travel,Eco,318.0,2,2,1,4,2,2,4,3,4,3,2,2,3,3,5.0,3.0,neutral or dissatisfied,8.0,2.8
Male,disloyal Customer,44,Business travel,Eco Plus,1139.0,4,5,3,1,3,4,4,4,3,3,2,1,4,4,32.5,38.0,satisfied,70.5,3.2
Male,Loyal Customer,51,Business travel,Business,1257.0,5,4,5,2,4,5,4,4,4,4,1,2,4,4,8.0,5.0,satisfied,13.0,3.6
Male,disloyal Customer,34,Business travel,Business,1143.0,5,5,5,2,3,5,3,3,3,3,5,3,3,4,1.0,1.0,satisfied,2.0,3.5
Female,Loyal Customer,22,Business travel,Eco,437.0,3,3,3,4,3,2,3,2,3,3,3,4,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.9
Female,Loyal Customer,60,Business travel,Business,661.0,3,4,3,3,3,2,4,4,5,3,3,4,4,3,2.0,0.0,satisfied,2.0,3.6
Male,Loyal Customer,31,Business travel,Business,1253.0,3,4,4,3,3,3,3,3,4,3,3,2,3,3,8.0,3.0,neutral or dissatisfied,11.0,3.0
Female,Loyal Customer,50,Business travel,Business,234.0,5,4,4,2,4,4,5,4,4,4,1,3,5,5,0.0,0.0,satisfied,0.0,4.0
Female,Loyal Customer,34,Business travel,Business,1831.0,5,4,5,1,3,5,2,3,2,2,4,3,2,2,0.0,0.0,satisfied,0.0,2.8
Male,Loyal Customer,50,Business travel,Business,986.0,4,4,4,3,4,5,4,4,4,3,4,3,4,5,0.0,0.0,satisfied,0.0,3.9
Male,Loyal Customer,45,Business travel,Business,301.0,3,2,3,3,4,4,5,5,5,4,3,4,5,5,25.0,29.0,satisfied,54.0,4.3
Male,Loyal Customer,42,Business travel,Business,319.0,5,4,5,3,4,5,4,4,4,5,4,5,4,5,23.0,21.0,neutral or dissatisfied,44.0,4.4
Male,Loyal Customer,46,Personal Travel,Eco,695.0,4,4,3,0,5,3,3,4,3,2,5,2,3,2,0.0,0.0,neutral or dissatisfied,0.0,3.3
Female,Loyal Customer,36,Business travel,Business,705.0,3,5,3,4,4,4,5,4,5,5,3,3,5,5,14.0,2.0,satisfied,16.0,4.2
Female,Loyal Customer,14,Business travel,Business,561.0,4,5,4,4,4,4,3,4,4,3,2,2,2,4,3.0,12.0,satisfied,15.0,3.2
Male,Loyal Customer,44,Business travel,Eco,235.0,4,4,3,4,2,3,2,3,2,3,4,3,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.9
Female,Loyal Customer,57,Personal Travel,Eco,1379.0,1,2,1,1,2,1,3,2,2,1,4,4,2,3,28.0,12.0,neutral or dissatisfied,40.0,2.4
Female,Loyal Customer,39,Personal Travel,Eco,1215.0,1,5,1,3,1,2,3,3,2,2,4,4,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.4
Female,Loyal Customer,35,Business travel,Business,699.0,3,5,3,4,4,3,5,5,5,4,1,2,5,4,18.0,19.0,satisfied,37.0,3.8
Female,Loyal Customer,44,Personal Travel,Eco,787.0,3,4,2,2,4,2,3,3,3,2,4,3,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.2
Male,Loyal Customer,55,Business travel,Eco,684.0,2,1,3,2,2,2,3,4,3,3,4,2,2,2,15.0,22.0,neutral or dissatisfied,37.0,2.7
Male,Loyal Customer,36,Personal Travel,Eco,560.0,1,3,1,4,2,2,1,2,2,2,3,3,2,2,9.0,17.0,satisfied,26.0,2.0
Female,disloyal Customer,18,Business travel,Business,533.0,5,4,5,1,3,4,5,4,4,4,1,5,4,5,0.0,0.0,neutral or dissatisfied,0.0,4.0
Female,Loyal Customer,42,Personal Travel,Eco,989.0,3,3,3,3,1,4,1,1,1,1,2,3,1,1,6.0,11.0,neutral or dissatisfied,17.0,1.5
Male,disloyal Customer,45,Business travel,Business,1203.0,5,5,5,4,3,5,4,5,5,5,4,3,4,4,5.0,18.0,neutral or dissatisfied,23.0,4.2
Female,Loyal Customer,43,Business travel,Business,865.0,4,4,4,3,4,4,5,5,5,4,4,4,5,5,15.0,5.0,satisfied,20.0,4.5
Male,Loyal Customer,33,Business travel,Business,686.0,5,5,5,3,4,5,4,5,5,3,2,2,4,5,1.0,4.0,satisfied,5.0,3.9
Male,Loyal Customer,45,Business travel,Business,1996.0,3,3,4,3,4,3,3,4,3,4,3,2,3,4,3.0,0.0,satisfied,3.0,3.3
Male,Loyal Customer,37,Business travel,Business,1800.0,4,5,5,3,3,4,3,2,3,2,2,3,4,4,0.0,0.0,satisfied,0.0,3.0
Female,disloyal Customer,33,Personal Travel,Business,514.0,4,5,5,2,3,5,5,5,5,4,5,3,5,4,3.0,6.0,neutral or dissatisfied,9.0,4.3
Male,Loyal Customer,36,Personal Travel,Eco,297.0,2,2,1,3,2,1,1,2,1,2,2,3,2,2,0.0,0.0,neutral or dissatisfied,0.0,1.9
Male,Loyal Customer,43,Personal Travel,Eco,895.0,3,3,3,3,4,3,4,4,4,4,4,3,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.8
Male,Loyal Customer,44,Business travel,Eco Plus,443.0,3,4,3,4,4,3,4,3,3,4,5,4,4,4,26.0,25.0,neutral or dissatisfied,51.0,3.8
Male,Loyal Customer,32,Personal Travel,Eco Plus,1649.0,4,3,3,4,4,4,3,4,4,3,5,4,3,3,16.0,0.0,satisfied,16.0,3.7
Male,Loyal Customer,43,Personal Travel,Eco Plus,1100.0,4,5,3,4,3,4,2,2,2,2,5,3,2,2,0.0,0.0,satisfied,0.0,2.7
Female,Loyal Customer,46,Business travel,Business,1563.0,4,3,5,4,4,5,5,5,5,3,4,4,5,5,5.0,30.0,neutral or dissatisfied,35.0,4.4
Male,Loyal Customer,48,Business travel,Eco,65.0,3,2,4,3,3,4,4,2,2,2,4,2,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.7
Male,disloyal Customer,47,Business travel,Eco,1406.0,2,5,3,2,1,2,3,2,3,1,4,4,3,3,32.5,25.0,neutral or dissatisfied,57.5,2.6
Male,Loyal Customer,60,Business travel,Business,1944.0,4,3,3,4,3,4,2,2,2,2,3,2,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.5
Male,Loyal Customer,50,Business travel,Business,305.0,4,4,4,1,4,4,5,5,4,5,4,4,5,5,0.0,0.0,satisfied,0.0,4.5
Male,Loyal Customer,70,Business travel,Business,772.0,3,2,4,2,4,3,4,4,2,4,3,5,3,3,0.0,0.0,satisfied,0.0,3.5
Male,disloyal Customer,55,Business travel,Eco,458.0,3,5,3,1,1,3,1,2,0,1,1,2,1,1,2.0,16.0,neutral or dissatisfied,18.0,1.3
Female,disloyal Customer,55,Business travel,Eco,759.0,2,4,2,2,2,2,2,2,3,2,4,4,3,3,1.0,1.698484809834996,neutral or dissatisfied,2.698484809834996,2.7
Female,Loyal Customer,22,Personal Travel,Eco,1867.0,2,2,2,3,3,3,3,3,3,3,5,4,3,3,23.0,22.0,satisfied,45.0,3.2
Male,Loyal Customer,51,Business travel,Eco,113.0,1,3,2,3,2,2,3,2,2,2,2,5,0,1,0.0,0.0,neutral or dissatisfied,0.0,2.0
Male,Loyal Customer,53,Personal Travel,Eco,744.0,3,3,3,2,2,2,2,1,1,1,3,4,3,1,0.0,0.0,neutral or dissatisfied,0.0,2.1
Male,disloyal Customer,39,Business travel,Business,1508.0,4,3,4,2,4,4,4,4,5,4,5,5,5,4,32.5,29.0,neutral or dissatisfied,61.5,4.4
Female,Loyal Customer,9,Personal Travel,Eco,1302.0,3,3,3,3,4,3,4,3,5,3,4,3,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.7
Male,Loyal Customer,7,Personal Travel,Business,2678.5,4,5,4,4,5,4,5,5,4,5,3,2,5,5,11.0,5.0,satisfied,16.0,4.3
Female,Loyal Customer,36,Personal Travel,Eco Plus,1296.0,1,2,2,2,5,1,3,3,3,2,3,2,3,4,21.0,15.0,neutral or dissatisfied,36.0,2.9
Female,Loyal Customer,32,Business travel,Business,615.0,4,5,5,2,4,4,5,4,4,3,2,2,4,5,32.5,29.0,satisfied,61.5,3.7
Female,Loyal Customer,18,Business travel,Business,1405.0,3,4,4,4,4,3,5,4,4,2,4,3,4,4,10.0,0.0,satisfied,10.0,3.7
Female,Loyal Customer,46,Business travel,Eco Plus,300.0,2,3,3,3,3,4,2,2,3,3,2,3,3,2,0.0,0.0,satisfied,0.0,2.5
Female,Loyal Customer,23,Business travel,Business,295.0,4,4,5,3,5,4,3,4,4,3,5,3,4,5,0.0,0.0,satisfied,0.0,4.0
Male,disloyal Customer,15,Personal Travel,Eco,453.0,4,5,3,4,1,5,2,2,2,2,3,5,2,2,8.0,7.0,neutral or dissatisfied,15.0,2.5
Female,Loyal Customer,71,Business travel,Business,455.0,3,2,2,3,4,2,4,5,4,4,2,4,3,4,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,48,Business travel,Eco,1952.0,1,3,2,3,1,2,1,2,2,1,3,2,2,2,0.0,0.0,neutral or dissatisfied,0.0,1.7
Male,Loyal Customer,34,Personal Travel,Eco,515.0,3,4,2,5,3,3,2,1,2,0,3,3,1,2,0.0,0.0,neutral or dissatisfied,0.0,2.0
Female,disloyal Customer,19,Business travel,Business,1369.0,2,4,2,4,4,3,4,3,3,3,3,5,4,5,6.0,4.0,neutral or dissatisfied,10.0,3.6
Female,Loyal Customer,27,Personal Travel,Eco,1396.0,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2.0,0.0,satisfied,2.0,2.3
Female,Loyal Customer,31,Business travel,Business,366.0,3,2,3,3,5,2,4,5,4,4,4,3,4,4,2.0,0.0,satisfied,2.0,4.0
Male,Loyal Customer,32,Business travel,Eco,1358.0,2,4,2,4,3,2,2,4,3,2,3,4,3,3,6.0,8.0,neutral or dissatisfied,14.0,2.9
Male,Loyal Customer,35,Business travel,Eco,991.0,3,4,2,3,4,3,5,5,4,3,4,3,5,5,8.0,0.0,neutral or dissatisfied,8.0,4.1
Female,Loyal Customer,22,Business travel,Business,481.0,5,5,5,1,5,5,5,5,5,5,3,2,4,4,0.0,0.0,satisfied,0.0,4.3
Male,Loyal Customer,27,Personal Travel,Eco Plus,1836.0,3,3,3,3,3,3,4,3,4,3,3,5,4,3,1.0,0.0,satisfied,1.0,3.5
Female,Loyal Customer,14,Personal Travel,Eco,490.0,1,3,2,5,4,2,3,4,3,2,5,3,3,3,13.0,27.0,neutral or dissatisfied,40.0,3.1
Male,Loyal Customer,10,Business travel,Business,73.0,4,3,4,3,5,4,5,5,4,4,2,3,4,5,26.0,6.0,satisfied,32.0,4.1
Male,Loyal Customer,17,Business travel,Business,1127.0,5,5,4,3,4,5,3,3,3,3,4,4,3,3,0.0,0.0,satisfied,0.0,3.5
Female,disloyal Customer,31,Personal Travel,Business,1386.0,3,4,4,2,4,4,4,5,4,3,2,2,5,5,0.0,0.0,neutral or dissatisfied,0.0,3.7
Female,Loyal Customer,35,Business travel,Eco,2678.5,3,4,2,3,1,3,2,2,3,2,4,2,2,2,8.0,27.0,neutral or dissatisfied,35.0,2.3
