id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2353,Male,Loyal Customer,65,Business travel,Business,232,4,3,4,3,5,4,5,5,3,4,3,5,4,5,0,0.0,satisfied
2354,Female,Loyal Customer,59,Personal Travel,Business,1137,5,4,4,2,4,5,4,4,5,4,3,3,5,5,0,0.0,neutral or dissatisfied
2355,Male,Loyal Customer,40,Personal Travel,Eco,551,2,3,2,5,2,3,2,2,3,2,3,5,2,2,20,21.0,neutral or dissatisfied
2356,Female,Loyal Customer,19,Business travel,Business,2105,4,5,5,3,3,4,4,5,4,4,3,3,4,5,1,18.0,neutral or dissatisfied
2357,Male,Loyal Customer,45,Business travel,Eco,129,3,3,2,4,0,2,1,1,1,1,2,3,2,1,12,0.0,satisfied
2358,Male,Loyal Customer,32,Business travel,Eco,684,2,4,3,3,2,3,2,3,2,3,3,2,2,2,6,0.0,neutral or dissatisfied
2359,Female,disloyal Customer,26,Business travel,Eco Plus,1614,3,4,4,2,3,3,3,3,3,3,3,2,3,3,2,4.0,neutral or dissatisfied
2360,Male,Loyal Customer,50,Business travel,Eco,295,2,2,2,4,2,2,2,2,2,3,4,3,1,2,4,3.0,neutral or dissatisfied
2361,Male,disloyal Customer,21,Business travel,Eco,1090,3,4,3,2,2,3,4,2,2,3,3,3,4,2,0,0.0,neutral or dissatisfied
2362,Female,Loyal Customer,42,Personal Travel,Eco,1131,2,4,2,2,2,2,3,3,4,2,2,4,3,4,0,0.0,satisfied
2363,Female,Loyal Customer,47,Business travel,Business,809,4,5,4,3,5,4,4,4,5,5,2,5,3,4,18,28.0,neutral or dissatisfied
2364,Female,disloyal Customer,50,Personal Travel,Eco Plus,536,2,3,3,3,2,3,2,2,2,2,3,4,2,2,0,0.0,neutral or dissatisfied
2365,Female,Loyal Customer,21,Business travel,Business,1081,5,5,5,1,5,5,5,5,5,4,2,2,5,5,20,29.0,satisfied
2366,Male,Loyal Customer,65,Business travel,Eco,1444,4,5,3,3,2,4,0,1,1,1,3,2,1,2,12,21.0,neutral or dissatisfied
2367,Female,Loyal Customer,44,Business travel,Business,1823,3,3,4,2,2,3,4,4,3,3,5,3,4,3,25,10.0,satisfied
2368,Female,Loyal Customer,40,Business travel,Business,283,5,5,5,3,3,4,5,4,4,4,4,1,4,4,14,22.0,satisfied
2369,Male,Loyal Customer,20,Business travel,Business,548,5,5,4,3,3,4,5,5,4,3,2,4,3,5,0,0.0,satisfied
2370,Female,Loyal Customer,27,Personal Travel,Eco,918,3,5,2,2,2,2,2,1,2,3,2,1,1,2,29,30.0,neutral or dissatisfied
2371,Female,Loyal Customer,34,Business travel,Business,170,4,4,4,3,4,5,5,4,4,4,4,2,5,5,10,0.0,satisfied
2372,Male,Loyal Customer,39,Business travel,Eco Plus,1299,2,5,2,2,4,3,4,4,2,3,4,4,3,3,22,27.0,neutral or dissatisfied
2373,Male,Loyal Customer,45,Business travel,Business,482,4,4,4,4,5,5,5,4,5,3,5,4,3,5,0,0.0,neutral or dissatisfied
2374,Male,Loyal Customer,34,Business travel,Eco Plus,836,2,4,3,3,2,3,1,2,2,2,3,4,1,2,0,0.0,neutral or dissatisfied
2375,Female,Loyal Customer,61,Business travel,Business,934,4,5,4,3,4,3,5,5,5,4,4,2,5,5,0,0.0,satisfied
2376,Male,Loyal Customer,34,Business travel,Eco,491,2,4,1,0,3,2,2,3,2,2,4,4,3,1,43,58.0,neutral or dissatisfied
2377,Female,disloyal Customer,42,Business travel,Business,186,5,5,5,3,4,4,3,4,3,2,1,3,4,3,0,0.0,satisfied
2378,Male,Loyal Customer,57,Personal Travel,Eco,878,4,3,4,5,0,3,1,2,2,2,3,2,2,1,47,56.0,neutral or dissatisfied
2379,Male,Loyal Customer,31,Business travel,Eco,610,1,2,2,4,4,2,4,3,3,4,5,2,3,3,0,0.0,neutral or dissatisfied
2380,Male,Loyal Customer,19,Business travel,Eco Plus,1094,3,3,3,3,3,2,3,3,3,3,4,3,4,3,0,0.0,neutral or dissatisfied
2381,Female,disloyal Customer,33,Business travel,Eco Plus,403,4,3,5,3,2,4,3,2,1,2,4,3,3,2,0,0.0,neutral or dissatisfied
2382,Male,Loyal Customer,53,Business travel,Business,1672,4,3,4,3,3,3,5,4,3,4,5,5,4,5,8,0.0,satisfied
2383,Male,Loyal Customer,41,Business travel,Eco,1103,0,3,0,4,2,0,2,3,3,2,3,4,4,3,6,14.0,satisfied
2384,Female,Loyal Customer,50,Personal Travel,Eco,236,4,3,4,3,2,4,2,0,2,2,3,3,2,1,6,0.0,neutral or dissatisfied
2385,Female,Loyal Customer,20,Personal Travel,Eco,975,3,4,3,3,3,3,2,2,2,2,4,3,2,2,0,0.0,satisfied
2386,Female,Loyal Customer,15,Business travel,Eco Plus,1176,3,5,4,1,3,4,3,2,3,3,5,4,3,2,3,0.0,neutral or dissatisfied
2387,Male,disloyal Customer,48,Business travel,Eco,340,3,3,2,1,1,2,1,1,1,2,5,2,1,1,30,36.0,neutral or dissatisfied
2388,Female,Loyal Customer,45,Business travel,Eco Plus,1920,4,5,3,2,3,3,3,2,4,3,3,3,3,3,10,6.0,neutral or dissatisfied
2389,Female,Loyal Customer,26,Business travel,Eco,1110,1,1,1,5,2,1,2,1,2,1,4,1,2,1,8,11.0,neutral or dissatisfied
2390,Female,Loyal Customer,22,Personal Travel,Eco Plus,172,3,3,2,2,2,3,3,2,3,1,4,4,4,3,20,2.0,satisfied
2391,Female,Loyal Customer,37,Business travel,Business,226,4,5,3,3,2,4,1,2,2,2,4,4,2,2,14,12.0,satisfied
2392,Female,Loyal Customer,39,Personal Travel,Business,550,4,4,5,5,3,4,4,4,4,2,3,4,3,3,1,0.0,neutral or dissatisfied
2393,Female,Loyal Customer,21,Business travel,Business,394,4,5,4,3,4,4,4,2,4,4,2,2,4,3,0,0.0,neutral or dissatisfied
2394,Male,Loyal Customer,39,Business travel,Business,1442,5,4,5,4,4,5,4,5,4,4,5,3,4,5,0,0.0,satisfied
2395,Male,Loyal Customer,18,Personal Travel,Eco Plus,913,4,2,3,3,2,2,2,4,4,3,3,3,4,3,16,0.0,neutral or dissatisfied
2396,Male,disloyal Customer,30,Business travel,Business,183,5,5,4,2,4,4,4,4,5,4,4,2,4,4,0,0.0,satisfied
2397,Male,Loyal Customer,20,Personal Travel,Eco,920,3,5,3,3,5,4,3,2,3,1,5,3,3,3,15,6.0,neutral or dissatisfied
2398,Female,Loyal Customer,38,Personal Travel,Eco,317,2,2,1,3,3,2,4,3,3,3,3,5,3,4,2,9.0,neutral or dissatisfied
2399,Female,Loyal Customer,30,Business travel,Eco,1547,3,4,1,3,1,1,3,1,2,1,2,3,3,2,0,0.0,neutral or dissatisfied
2400,Female,Loyal Customer,60,Business travel,Business,256,3,5,4,1,4,4,4,5,4,3,5,4,3,4,0,0.0,satisfied
2401,Female,Loyal Customer,44,Business travel,Eco,971,2,2,2,2,1,1,2,0,2,2,4,4,1,1,4,2.0,neutral or dissatisfied
2402,Male,Loyal Customer,20,Business travel,Business,346,4,5,4,2,3,5,4,4,4,3,4,3,3,4,36,23.0,satisfied
2403,Female,Loyal Customer,53,Business travel,Business,2427,5,5,5,3,5,3,5,5,5,5,4,5,5,5,22,6.0,neutral or dissatisfied
2404,Female,disloyal Customer,37,Business travel,Eco,1079,3,5,3,3,1,3,1,1,0,1,3,5,1,2,0,0.0,neutral or dissatisfied
2405,Male,Loyal Customer,51,Business travel,Business,701,4,4,4,3,4,4,5,5,5,4,4,4,5,5,22,21.0,satisfied
2406,Female,Loyal Customer,20,Personal Travel,Eco,352,2,3,2,2,2,1,1,0,2,1,2,4,0,1,24,30.0,neutral or dissatisfied
2407,Male,Loyal Customer,49,Personal Travel,Eco,549,3,4,3,4,3,3,2,3,2,3,3,4,3,2,0,0.0,neutral or dissatisfied
2408,Male,Loyal Customer,70,Personal Travel,Business,2889,3,5,4,4,3,4,4,3,4,3,3,2,3,3,1,0.0,neutral or dissatisfied
2409,Female,Loyal Customer,48,Business travel,Business,1817,3,3,3,4,1,3,3,3,3,2,2,3,3,2,3,19.0,satisfied
2410,Male,disloyal Customer,31,Business travel,Business,47,5,5,4,2,3,5,4,5,4,5,3,3,5,5,0,0.0,satisfied
2411,Female,Loyal Customer,57,Business travel,Business,851,4,4,4,3,3,4,4,4,4,4,3,3,4,4,6,0.0,neutral or dissatisfied
2412,Female,disloyal Customer,29,Personal Travel,Eco,976,3,2,2,4,1,3,3,3,2,2,3,4,3,4,5,5.0,neutral or dissatisfied
2413,Female,Loyal Customer,47,Personal Travel,Eco,1378,2,2,1,3,0,2,2,1,2,2,3,1,1,2,0,0.0,neutral or dissatisfied
2414,Female,Loyal Customer,73,Personal Travel,Eco,761,1,3,1,2,3,2,3,3,4,2,4,5,3,3,0,0.0,neutral or dissatisfied
2415,Male,Loyal Customer,31,Business travel,Business,1741,4,3,4,3,4,3,4,4,4,3,4,4,4,3,19,4.0,neutral or dissatisfied
2416,Male,Loyal Customer,47,Personal Travel,Eco,1200,1,3,2,2,3,2,3,3,3,2,2,3,3,4,17,17.0,neutral or dissatisfied
2417,Male,Loyal Customer,70,Personal Travel,Business,126,5,4,4,3,5,5,5,4,5,3,2,3,5,4,0,0.0,satisfied
2418,Female,Loyal Customer,54,Business travel,Eco Plus,1150,4,3,4,3,2,3,4,4,3,3,3,4,4,3,6,5.0,neutral or dissatisfied
2419,Male,Loyal Customer,50,Business travel,Eco Plus,229,4,5,3,2,3,4,4,3,4,3,1,4,3,4,0,0.0,neutral or dissatisfied
2420,Male,disloyal Customer,10,Business travel,Business,102,4,3,3,3,4,3,5,5,5,4,3,2,5,5,0,0.0,neutral or dissatisfied
2421,Female,Loyal Customer,25,Business travel,Eco,469,0,3,1,3,3,0,2,3,2,3,3,1,3,3,15,11.0,neutral or dissatisfied
2422,Female,Loyal Customer,53,Business travel,Business,1316,2,4,2,4,5,3,5,5,5,4,4,3,5,4,0,0.0,neutral or dissatisfied
2423,Female,Loyal Customer,35,Business travel,Eco,40,2,2,2,3,3,3,2,2,2,3,3,4,4,1,62,62.0,satisfied
2424,Female,Loyal Customer,32,Business travel,Business,1123,4,5,5,4,4,4,5,5,5,5,3,3,5,5,0,0.0,satisfied
2425,Female,disloyal Customer,57,Personal Travel,Business,1151,3,3,4,2,3,3,4,4,4,4,3,4,4,4,0,0.0,satisfied
2426,Male,Loyal Customer,50,Personal Travel,Eco,761,2,5,3,3,3,3,3,2,2,3,3,4,3,3,0,0.0,neutral or dissatisfied
2427,Female,Loyal Customer,27,Personal Travel,Business,1188,4,5,5,3,4,4,5,4,4,5,4,5,5,5,4,7.0,satisfied
2428,Male,Loyal Customer,51,Personal Travel,Business,692,5,3,4,5,2,5,4,4,5,3,3,5,4,3,0,0.0,satisfied
2429,Female,Loyal Customer,25,Business travel,Eco,1044,2,3,3,4,1,2,1,1,2,1,3,3,1,2,3,20.0,neutral or dissatisfied
2430,Female,Loyal Customer,16,Personal Travel,Eco Plus,456,3,3,1,3,3,2,4,3,4,4,5,5,3,3,0,0.0,neutral or dissatisfied
2431,Female,disloyal Customer,44,Business travel,Eco Plus,833,5,5,4,2,4,4,3,5,5,4,2,5,3,4,1,0.0,neutral or dissatisfied
2432,Male,Loyal Customer,21,Personal Travel,Business,802,5,4,4,4,5,5,4,4,4,5,1,3,4,3,16,17.0,satisfied
2433,Female,Loyal Customer,21,Personal Travel,Eco,495,1,4,1,3,2,2,2,4,3,2,3,2,2,2,3,6.0,neutral or dissatisfied
2434,Male,Loyal Customer,24,Business travel,Business,165,4,5,4,3,3,5,4,5,3,3,3,3,5,4,30,32.0,satisfied
2435,Female,Loyal Customer,42,Business travel,Business,1142,5,5,5,2,4,5,3,3,5,3,1,2,3,3,9,20.0,satisfied
2436,Female,disloyal Customer,51,Business travel,Business,1064,5,5,5,2,4,5,4,4,3,4,3,4,4,4,12,26.0,satisfied
2437,Female,Loyal Customer,35,Business travel,Eco,2058,2,3,2,2,2,2,2,2,3,1,3,4,2,2,5,17.0,satisfied
2438,Female,Loyal Customer,21,Business travel,Business,1378,4,5,5,4,3,5,3,3,3,3,4,2,3,3,2,0.0,satisfied
2439,Male,Loyal Customer,23,Business travel,Eco Plus,579,3,5,2,3,1,4,1,2,2,2,2,4,3,1,0,0.0,satisfied
2440,Female,Loyal Customer,16,Business travel,Business,469,4,4,5,2,4,5,3,4,3,4,4,4,3,4,2,8.0,satisfied
2441,Female,disloyal Customer,50,Business travel,Eco Plus,1726,3,3,2,3,2,2,4,4,3,4,3,4,4,4,0,0.0,neutral or dissatisfied
2442,Male,Loyal Customer,26,Personal Travel,Eco,852,2,4,2,3,1,3,2,1,1,0,3,3,1,1,3,16.0,neutral or dissatisfied
2443,Female,Loyal Customer,43,Business travel,Eco,327,2,5,4,3,4,3,5,4,4,3,4,3,5,3,5,0.0,neutral or dissatisfied
2444,Female,Loyal Customer,12,Personal Travel,Eco Plus,889,3,3,3,3,4,4,5,3,3,4,3,4,4,4,0,0.0,neutral or dissatisfied
2445,Female,Loyal Customer,58,Business travel,Business,335,4,3,4,3,3,4,5,4,5,3,1,3,4,4,0,0.0,satisfied
2446,Male,Loyal Customer,39,Business travel,Eco,632,1,3,4,3,3,2,3,4,3,3,4,3,3,4,4,0.0,satisfied
2447,Male,Loyal Customer,16,Business travel,Eco,1402,1,3,1,3,2,2,2,2,1,2,2,2,2,2,0,0.0,neutral or dissatisfied
2448,Male,Loyal Customer,30,Personal Travel,Eco,500,2,2,2,4,2,2,3,3,3,2,4,2,4,3,0,0.0,neutral or dissatisfied
2449,Male,Loyal Customer,42,Business travel,Business,1349,4,4,3,2,3,4,3,2,3,4,5,5,3,4,0,0.0,satisfied
2450,Female,Loyal Customer,26,Personal Travel,Business,605,5,4,5,1,5,4,4,4,4,3,4,4,4,3,3,5.0,satisfied
2451,Male,Loyal Customer,45,Business travel,Business,426,5,5,5,2,4,5,4,4,4,5,4,3,4,4,6,13.0,neutral or dissatisfied
2452,Female,Loyal Customer,58,Business travel,Business,605,5,3,5,3,4,4,4,4,4,4,4,3,3,5,18,27.0,satisfied
2453,Female,Loyal Customer,53,Business travel,Eco,1054,3,3,4,3,2,3,2,2,2,2,4,3,2,2,0,0.0,neutral or dissatisfied
2454,Male,Loyal Customer,39,Business travel,Eco Plus,65,1,1,3,4,2,3,3,1,3,3,4,3,3,2,0,0.0,satisfied
2455,Male,Loyal Customer,61,Business travel,Eco Plus,668,4,5,4,2,3,3,4,3,3,4,3,3,4,4,0,0.0,neutral or dissatisfied
2456,Male,Loyal Customer,42,Personal Travel,Eco,1025,3,3,3,4,3,3,1,0,1,1,3,2,1,1,0,0.0,neutral or dissatisfied
2457,Male,Loyal Customer,37,Business travel,Business,1394,3,5,3,4,5,3,4,5,5,4,4,3,5,5,50,35.0,satisfied
2458,Male,Loyal Customer,38,Business travel,Business,380,5,5,5,1,5,5,4,3,4,1,2,3,4,3,0,0.0,neutral or dissatisfied
2459,Female,Loyal Customer,41,Business travel,Eco Plus,1627,4,2,3,1,2,3,2,1,2,2,4,4,2,1,5,6.0,neutral or dissatisfied
2460,Male,Loyal Customer,46,Personal Travel,Eco,279,2,3,3,3,2,3,3,2,3,1,3,4,3,2,0,0.0,neutral or dissatisfied
2461,Male,disloyal Customer,26,Business travel,Business,551,4,4,3,3,4,2,5,4,4,4,3,2,4,4,5,8.0,satisfied
2462,Female,Loyal Customer,56,Business travel,Eco,1710,1,2,3,4,2,2,2,2,3,2,3,3,1,2,16,21.0,neutral or dissatisfied
2463,Male,Loyal Customer,59,Business travel,Business,577,5,5,5,4,3,5,4,4,4,2,4,3,4,3,5,32.0,satisfied
2464,Female,Loyal Customer,76,Personal Travel,Eco Plus,892,3,3,3,1,3,4,4,4,5,5,3,4,5,3,1,11.0,satisfied
2465,Male,Loyal Customer,14,Business travel,Eco Plus,223,2,5,1,3,3,2,3,4,4,3,3,3,3,3,2,10.0,neutral or dissatisfied
2466,Male,Loyal Customer,40,Personal Travel,Eco,1629,2,1,3,3,2,3,2,3,2,3,3,4,2,3,0,0.0,neutral or dissatisfied
2467,Female,disloyal Customer,27,Personal Travel,Eco,2966,2,4,2,3,1,3,2,3,2,1,4,3,2,2,8,1.0,neutral or dissatisfied
2468,Male,Loyal Customer,49,Business travel,Business,480,3,5,4,2,5,5,5,5,5,5,4,2,5,5,0,0.0,satisfied
2469,Male,Loyal Customer,58,Business travel,Business,86,5,4,4,0,4,5,3,5,4,4,3,2,4,4,40,,satisfied
2470,Female,Loyal Customer,40,Business travel,Eco,711,3,4,3,3,2,3,3,2,2,2,4,4,2,3,20,34.0,neutral or dissatisfied
2471,Male,Loyal Customer,35,Business travel,Business,1302,5,5,5,2,4,5,4,4,4,2,4,2,4,4,1,11.0,neutral or dissatisfied
2472,Male,disloyal Customer,32,Business travel,Business,1386,4,4,5,3,5,5,5,5,4,4,2,2,5,5,2,5.0,satisfied
2473,Female,Loyal Customer,37,Business travel,Business,959,4,4,3,4,4,4,4,4,4,3,2,3,3,4,5,0.0,satisfied
2474,Male,Loyal Customer,45,Business travel,Eco,2226,4,4,3,3,1,4,2,2,1,1,3,3,1,2,1,0.0,neutral or dissatisfied
2475,Male,Loyal Customer,45,Personal Travel,Eco Plus,1000,3,4,3,1,4,3,4,4,4,3,3,3,2,4,3,7.0,satisfied
2476,Male,Loyal Customer,62,Business travel,Eco,1306,2,3,2,3,2,2,3,3,3,3,2,4,2,3,0,0.0,neutral or dissatisfied
2477,Female,Loyal Customer,37,Business travel,Eco,156,1,5,3,3,2,2,1,2,2,2,2,5,1,2,16,33.0,neutral or dissatisfied
2478,Female,Loyal Customer,53,Business travel,Business,160,3,2,3,4,4,3,3,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
2479,Female,Loyal Customer,26,Business travel,Eco,2101,2,3,2,4,3,2,4,4,5,5,3,4,3,4,0,0.0,satisfied
2480,Female,disloyal Customer,21,Business travel,Business,704,5,4,5,3,4,5,4,5,5,4,2,4,5,5,5,16.0,satisfied
2481,Female,Loyal Customer,55,Personal Travel,Eco,291,2,3,2,4,3,2,4,2,2,4,1,2,4,3,31,31.0,neutral or dissatisfied
2482,Male,Loyal Customer,46,Business travel,Business,1111,4,5,4,2,4,5,4,4,3,4,5,4,4,4,4,0.0,neutral or dissatisfied
2483,Male,Loyal Customer,32,Business travel,Business,442,3,5,5,3,4,4,4,4,4,3,4,4,5,4,30,27.0,satisfied
2484,Male,Loyal Customer,26,Personal Travel,Eco Plus,1563,4,5,5,3,4,4,4,3,3,3,3,3,3,3,12,0.0,neutral or dissatisfied
2485,Male,Loyal Customer,33,Business travel,Business,364,5,4,5,2,2,5,2,3,2,3,5,4,2,4,7,12.0,satisfied
2486,Female,Loyal Customer,43,Business travel,Business,1441,4,5,4,3,4,5,4,4,3,3,3,3,4,4,2,14.0,neutral or dissatisfied
2487,Female,Loyal Customer,42,Business travel,Business,3003,4,5,4,1,3,4,4,3,4,3,3,1,4,4,0,0.0,satisfied
2488,Female,Loyal Customer,18,Business travel,Business,148,5,5,5,3,2,5,3,4,4,4,5,3,2,4,0,0.0,satisfied
2489,Female,Loyal Customer,21,Personal Travel,Business,1070,2,2,3,3,4,3,5,4,5,3,4,3,5,4,0,0.0,satisfied
2490,Female,Loyal Customer,42,Personal Travel,Eco,881,2,4,2,0,2,2,3,3,2,3,4,3,3,4,0,0.0,neutral or dissatisfied
2491,Male,disloyal Customer,49,Personal Travel,Eco,1137,4,4,5,2,2,3,1,1,1,2,3,4,1,1,11,11.0,neutral or dissatisfied
2492,Male,Loyal Customer,28,Business travel,Business,868,5,3,4,3,3,3,4,3,3,3,3,3,3,4,5,15.0,satisfied
2493,Male,Loyal Customer,19,Personal Travel,Eco,2111,2,3,1,4,3,1,3,3,3,4,4,4,4,4,16,10.0,neutral or dissatisfied
2494,Male,disloyal Customer,40,Business travel,Business,1335,2,5,3,4,4,3,4,5,4,3,1,4,4,5,0,0.0,satisfied
2495,Male,disloyal Customer,7,Personal Travel,Eco Plus,213,2,4,3,2,3,3,3,3,3,2,0,3,2,3,1,0.0,satisfied
2496,Female,Loyal Customer,34,Personal Travel,Eco,1169,3,2,1,3,2,2,2,1,3,2,1,4,2,2,0,0.0,neutral or dissatisfied
2497,Female,Loyal Customer,49,Business travel,Business,620,5,5,4,2,4,4,4,4,5,5,2,3,4,4,3,0.0,satisfied
2498,Female,Loyal Customer,36,Business travel,Business,818,3,4,3,2,4,3,4,3,3,3,2,4,3,3,0,0.0,satisfied
2499,Male,Loyal Customer,16,Business travel,Business,1180,4,5,5,4,4,5,4,5,4,4,4,3,4,3,19,21.0,satisfied
2500,Female,Loyal Customer,63,Business travel,Business,630,3,3,3,2,4,4,5,5,5,5,4,2,4,4,11,9.0,neutral or dissatisfied
2501,Male,Loyal Customer,40,Business travel,Eco,1015,1,2,1,2,3,2,3,3,2,2,4,3,2,3,27,21.0,neutral or dissatisfied
2502,Female,Loyal Customer,43,Business travel,Business,503,4,5,4,5,4,4,5,4,5,4,5,4,5,4,0,0.0,satisfied
2503,Female,disloyal Customer,53,Business travel,Business,249,4,5,5,1,4,5,5,5,4,4,3,3,5,5,0,0.0,satisfied
2504,Male,disloyal Customer,37,Personal Travel,Eco,651,2,4,3,3,3,3,2,2,2,1,3,3,2,1,12,2.0,neutral or dissatisfied
2505,Female,Loyal Customer,36,Business travel,Business,1499,4,5,5,4,5,5,5,5,4,4,2,2,5,4,0,0.0,satisfied
2506,Male,Loyal Customer,58,Personal Travel,Eco Plus,565,3,4,3,4,5,3,4,3,3,3,4,3,4,3,0,0.0,neutral or dissatisfied
2507,Male,disloyal Customer,28,Business travel,Eco,365,3,2,4,3,3,3,2,3,5,4,4,2,3,3,3,1.0,neutral or dissatisfied
2508,Female,disloyal Customer,54,Personal Travel,Eco,1031,3,3,3,4,4,2,2,3,1,3,3,4,3,3,0,0.0,neutral or dissatisfied
2509,Female,Loyal Customer,23,Personal Travel,Eco Plus,973,2,3,1,2,3,0,3,3,3,3,2,3,2,3,7,7.0,satisfied
2510,Male,Loyal Customer,29,Personal Travel,Eco,945,3,5,3,2,2,2,2,3,4,2,3,4,2,3,9,29.0,neutral or dissatisfied
2511,Male,Loyal Customer,44,Business travel,Business,859,5,4,5,4,5,4,5,4,4,4,2,4,5,5,3,21.0,satisfied
2512,Male,Loyal Customer,61,Personal Travel,Business,552,5,5,4,4,4,4,4,4,4,4,3,2,5,5,3,1.0,satisfied
2513,Female,Loyal Customer,42,Business travel,Business,1678,5,5,5,5,5,4,4,5,4,4,4,3,5,5,57,58.0,satisfied
2514,Female,Loyal Customer,19,Personal Travel,Eco,417,1,2,1,3,2,1,0,0,0,0,3,3,1,0,56,55.0,neutral or dissatisfied
2515,Male,Loyal Customer,51,Business travel,Business,1156,5,4,3,3,1,3,2,3,3,3,4,2,2,4,7,5.0,satisfied
2516,Female,disloyal Customer,28,Business travel,Eco,591,2,3,2,3,3,2,3,4,3,2,2,2,2,4,0,0.0,neutral or dissatisfied
2517,Male,Loyal Customer,49,Business travel,Business,1316,4,4,5,2,5,5,5,4,5,3,4,2,4,4,0,0.0,satisfied
2518,Male,Loyal Customer,44,Business travel,Eco,193,2,2,2,2,3,1,3,3,3,4,3,4,2,3,25,35.0,neutral or dissatisfied
2519,Male,Loyal Customer,17,Business travel,Eco Plus,46,1,2,2,2,4,3,3,3,3,3,3,4,1,4,1,10.0,neutral or dissatisfied
2520,Male,Loyal Customer,45,Business travel,Eco,389,2,5,2,2,2,2,2,2,1,0,2,3,2,0,8,16.0,neutral or dissatisfied
2521,Male,Loyal Customer,21,Business travel,Eco,767,1,3,1,3,2,2,2,4,2,4,3,3,3,3,8,21.0,neutral or dissatisfied
2522,Female,Loyal Customer,60,Personal Travel,Eco,288,3,2,3,3,2,3,3,2,3,3,5,3,3,2,1,0.0,satisfied
2523,Male,Loyal Customer,16,Business travel,Eco,317,0,2,0,5,3,0,4,4,4,3,2,3,2,3,42,51.0,neutral or dissatisfied
2524,Male,Loyal Customer,38,Business travel,Business,870,4,4,4,4,3,4,3,2,2,3,3,2,3,3,25,19.0,satisfied
2525,Female,disloyal Customer,26,Personal Travel,Eco,1938,1,3,0,4,2,2,4,3,3,4,2,3,4,3,1,5.0,neutral or dissatisfied
2526,Female,Loyal Customer,61,Business travel,Business,310,4,5,4,4,4,4,4,5,5,4,2,2,4,5,6,6.0,neutral or dissatisfied
2527,Male,disloyal Customer,17,Personal Travel,Eco,1452,1,4,1,2,3,1,3,3,2,3,3,3,4,2,0,0.0,neutral or dissatisfied
2528,Female,disloyal Customer,75,Business travel,Eco,463,2,3,2,2,3,1,2,2,3,1,2,4,2,3,62,66.0,neutral or dissatisfied
2529,Male,disloyal Customer,35,Business travel,Business,365,4,5,4,3,3,5,3,4,3,4,3,5,4,5,0,0.0,neutral or dissatisfied
2530,Male,Loyal Customer,32,Business travel,Business,272,5,5,4,2,5,4,5,4,5,4,3,4,4,4,0,0.0,neutral or dissatisfied
2531,Female,Loyal Customer,52,Personal Travel,Eco,320,3,3,3,3,3,2,2,2,2,2,4,2,2,2,41,35.0,neutral or dissatisfied
2532,Male,Loyal Customer,39,Personal Travel,Eco,698,2,3,2,4,3,3,3,3,3,3,3,3,2,3,0,0.0,satisfied
2533,Male,Loyal Customer,27,Personal Travel,Eco Plus,509,2,4,2,2,2,2,2,3,4,2,5,4,3,3,11,5.0,neutral or dissatisfied
2534,Female,Loyal Customer,29,Business travel,Business,571,4,5,5,3,4,4,4,3,4,3,5,2,4,4,0,0.0,satisfied
2535,Male,disloyal Customer,33,Personal Travel,Eco,466,2,3,2,5,3,2,2,2,2,2,5,3,1,1,6,8.0,neutral or dissatisfied
2536,Female,Loyal Customer,30,Business travel,Business,948,4,4,4,4,2,4,5,3,5,4,3,4,5,4,9,4.0,satisfied
2537,Female,Loyal Customer,52,Personal Travel,Eco,1148,2,3,1,4,1,2,3,3,2,2,4,4,2,3,27,25.0,neutral or dissatisfied
2538,Male,Loyal Customer,41,Business travel,Business,498,5,4,5,3,5,5,5,5,4,4,4,2,5,5,0,0.0,neutral or dissatisfied
2539,Male,Loyal Customer,47,Personal Travel,Eco Plus,4478,3,3,4,1,3,3,3,3,3,2,3,3,3,3,2,4.0,neutral or dissatisfied
2540,Male,Loyal Customer,34,Personal Travel,Eco,489,2,3,3,3,0,3,0,1,0,0,4,4,1,0,0,0.0,satisfied
2541,Male,Loyal Customer,50,Business travel,Business,435,3,5,4,4,5,4,5,5,5,4,2,3,5,5,27,29.0,satisfied
2542,Female,Loyal Customer,30,Personal Travel,Eco Plus,1911,3,3,3,2,2,3,3,2,3,3,4,5,3,2,11,0.0,neutral or dissatisfied
2543,Female,Loyal Customer,26,Business travel,Business,1439,3,5,3,2,3,2,3,2,4,3,2,3,2,3,9,0.0,neutral or dissatisfied
2544,Male,Loyal Customer,32,Business travel,Eco,1447,2,2,1,3,3,1,4,4,3,4,3,3,4,3,21,16.0,neutral or dissatisfied
2545,Male,Loyal Customer,61,Business travel,Business,616,3,5,4,4,4,4,5,4,4,5,2,2,5,5,0,0.0,satisfied
2546,Female,Loyal Customer,31,Personal Travel,Business,406,4,5,4,3,3,4,3,4,3,4,3,3,3,4,0,0.0,satisfied
2547,Male,disloyal Customer,32,Business travel,Business,241,4,4,4,5,3,4,3,3,3,3,2,2,4,3,0,0.0,satisfied
2548,Male,Loyal Customer,43,Business travel,Eco,890,1,2,2,2,3,2,3,2,2,1,2,4,3,3,1,13.0,satisfied
